device_id,device_type,petal_id,bus_id,can_id,petal_loc,device_loc,fvc_id,slit_id,slitblock_id,blockfiber_id,spectro_id,obs_x,obs_y,obs_x_px,obs_y_px,matched_00,fvc_x_00,fvc_y_00,err_px_00,matched_01,fvc_x_01,fvc_y_01,err_px_01,matched_02,fvc_x_02,fvc_y_02,err_px_02,matched_10,fvc_x_10,fvc_y_10,err_px_10,matched_11,fvc_x_11,fvc_y_11,err_px_11,matched_12,fvc_x_12,fvc_y_12,err_px_12,matched_20,fvc_x_20,fvc_y_20,err_px_20,matched_21,fvc_x_21,fvc_y_21,err_px_21,matched_22,fvc_x_22,fvc_y_22,err_px_22,matched_30,fvc_x_30,fvc_y_30,err_px_30,matched_31,fvc_x_31,fvc_y_31,err_px_31,matched_32,fvc_x_32,fvc_y_32,err_px_32,matched_40,fvc_x_40,fvc_y_40,err_px_40,matched_41,fvc_x_41,fvc_y_41,err_px_41,matched_42,fvc_x_42,fvc_y_42,err_px_42,matched_50,fvc_x_50,fvc_y_50,err_px_50,matched_51,fvc_x_51,fvc_y_51,err_px_51,matched_52,fvc_x_52,fvc_y_52,err_px_52,matched_60,fvc_x_60,fvc_y_60,err_px_60,matched_61,fvc_x_61,fvc_y_61,err_px_61,matched_62,fvc_x_62,fvc_y_62,err_px_62,matched_70,fvc_x_70,fvc_y_70,err_px_70,matched_71,fvc_x_71,fvc_y_71,err_px_71,matched_72,fvc_x_72,fvc_y_72,err_px_72,matched_80,fvc_x_80,fvc_y_80,err_px_80,matched_81,fvc_x_81,fvc_y_81,err_px_81,matched_82,fvc_x_82,fvc_y_82,err_px_82,matched_90,fvc_x_90,fvc_y_90,err_px_90,matched_91,fvc_x_91,fvc_y_91,err_px_91,matched_92,fvc_x_92,fvc_y_92,err_px_92
M04474,POS,5.0,23.0,4474.0,1.0,244.0,5244.0,3.0,B02,F14,,133.9027328924345,-269.3236875651167,2158.1118924065872,1344.4485182454157,True,2163.53,1347.2520000000002,6.100442593950652,True,2163.5570000000002,1347.226,0.03748332962806076,,,,,True,2163.549,1347.2220000000002,6.103633346242197,True,2166.82,1336.9129999999998,10.815494533307756,True,2156.545,1337.714,6.91439714014593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04475,POS,5.0,13.0,4475.0,1.0,148.0,5148.0,3.0,B17,F21,,165.45569352699684,-137.4689912913147,1959.64377001519,2173.81455780763,True,1945.094,2186.3289999999997,19.191328012440508,True,1945.1070000000002,2186.345,0.020615528128240506,,,,,True,1945.098,2186.328,19.18764344145957,True,1955.844,2185.656,10.766991223178463,True,1952.192,2176.45,9.903915387360836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04476,POS,8.0,11.0,4476.0,4.0,65.0,8065.0,1.0,B10,F13,,102.30950865145067,115.71750850317987,2356.8332728823752,3766.357641515001,True,2363.314,3765.586,6.526504010631444,True,2363.306,3765.595,0.01204159457867749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2363.234,3765.5409999999997,6.452612726510057,True,2359.801,3775.887,9.980785408990169,True,2365.0589999999997,3774.833,5.362600115615391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04477,POS,3.0,13.0,4477.0,3.0,114.0,3114.0,2.0,B12,F09,,210.60508629893016,25.479569204316945,1675.6540894797295,3198.7610033251535,True,1677.487,3187.845,11.068816087101903,True,1677.537,3187.8509999999997,0.05035871324799463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1668.546,3189.723,11.498279878195998,True,1671.53,3178.579,11.536593604699553,True,1677.3770000000002,3187.7709999999997,10.89404759490219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04478,POS,3.0,17.0,4478.0,3.0,461.0,3461.0,2.0,B20,F03,,408.24943864486823,37.47642853031538,432.47111322377896,3274.2212484856836,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04479,POS,5.0,23.0,4479.0,1.0,163.0,5163.0,3.0,B03,F02,,89.6528535315365,-251.41683497265763,2436.4436335866358,1457.0826210519833,True,2443.595,1455.6470000000002,7.294042046978367,True,2443.598,1455.62,0.027166155414698898,,,,,True,2443.577,1455.6070000000002,7.284392485058165,True,2450.4970000000003,1446.996,11.04697791253349,True,2441.526,1444.741,9.250073837543606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04480,POS,5.0,22.0,4480.0,1.0,348.0,5348.0,3.0,B18,F22,,233.05885811554083,-224.58994691418633,1534.4198647532482,1625.8237469397677,True,1529.138,1639.35,14.520937198440318,True,1529.146,1639.328,0.023409399821390762,,,,,True,1529.161,1639.3110000000001,14.47624445785941,True,1538.149,1633.642,8.662074266732981,True,1530.7879999999998,1627.493,9.591377481884598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04481,POS,7.0,22.0,4481.0,8.0,287.0,7287.0,5.0,B01,F01,,-274.73112165593466,-122.00306313865164,4728.418837515829,2271.095245887881,True,4725.597,2266.02,5.806968898504237,True,4725.585999999999,2266.004,0.01941648783924963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4721.63,2265.512,8.789820786618256,True,4714.08,2261.915,8.363068157082319,True,4714.649,2274.969,13.06639495040628,,,,,,,,,,,,
M04482,POS,5.0,13.0,4482.0,1.0,135.0,5135.0,3.0,B17,F06,,155.2343756873327,-135.43861668730975,2023.9358592266776,2186.5856140668216,True,2010.2520000000002,2199.427,18.765638705366836,True,2010.2679999999998,2199.431,0.016492422502080648,,,,,True,2010.256,2199.4,18.7442533942048,True,2019.539,2192.9970000000003,7.774203537558199,True,2011.953,2187.6420000000003,9.285656734986512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04483,POS,3.0,13.0,4483.0,3.0,62.0,3062.0,2.0,B13,F14,,169.23217624057455,6.793438606523311,1935.8896937467862,3081.2252418650314,True,1941.6770000000001,3066.9590000000003,15.395407452226017,True,1941.723,3066.9629999999997,0.046173585522235605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1935.384,3074.022,7.220970816426343,True,1931.901,3062.093,12.42708050991872,True,1941.604,3066.893,10.825350294563279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04484,POS,5.0,22.0,4484.0,1.0,326.0,5326.0,3.0,B13,F23,,215.94562960870596,-230.3707878382852,1642.0620720612396,1589.4622575271858,True,1637.342,1600.7939999999999,12.275482382923805,True,1637.36,1600.757,0.041146081222621846,,,,,True,1637.3770000000002,1600.756,12.226958708577378,True,1640.6429999999998,1590.7979999999998,1.9488390053236044,True,1631.471,1592.066,9.259233661594081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04485,POS,3.0,11.0,4485.0,3.0,68.0,3068.0,2.0,B00,F23,,135.3694012576143,60.671873163408186,2148.886548389606,3420.1205952278374,True,2150.468,3421.5559999999996,2.1357378247254464,True,2150.464,3421.545,0.011704699910229162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2145.2529999999997,3428.8779999999997,9.481287478138325,True,2139.837,3418.796,9.14597608642362,True,2150.409,3421.5190000000002,2.0672191013047247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04486,POS,5.0,22.0,4486.0,1.0,287.0,5287.0,3.0,B13,F01,,195.51119795900834,-226.2652809213548,1770.5946471378377,1615.2858960346782,True,1764.91,1619.453,7.048401842937556,True,1764.9389999999999,1619.42,0.04393176527275131,,,,,True,1764.935,1619.4129999999998,7.00461225660692,True,1769.596,1628.932,10.598881167368798,True,1775.0320000000002,1622.004,8.80609334495173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04487,POS,5.0,23.0,4487.0,1.0,285.0,5285.0,3.0,B12,F00,,181.76037343558713,-241.93885480753994,1857.087333390157,1516.6991162905736,True,1858.4489999999998,1520.766,4.288785266524734,True,1858.455,1520.747,0.019924858845202224,,,,,True,1858.479,1520.7089999999998,4.244514497097893,True,1848.81,1526.675,11.361457520934685,True,1856.0410000000002,1531.0839999999998,8.469158281671334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04488,POS,3.0,12.0,4488.0,3.0,236.0,3236.0,2.0,B16,F14,,235.08832497838566,125.24943529536786,1521.6545181859544,3826.313461037864,True,1526.951,3831.948,7.7330943950235635,True,1527.0220000000002,3831.929,0.07349829930012977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1524.585,3840.762,14.742727081609573,True,1516.1529999999998,3832.382,8.191084634244433,True,1526.9129999999998,3831.8940000000002,7.667727570575802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04489,POS,3.0,23.0,4489.0,3.0,247.0,3247.0,2.0,B06,F00,,277.5296246741021,71.62020108022215,1254.6987430998981,3488.985577824597,True,1256.922,3478.79,10.435165471676243,True,1256.997,3478.784,0.07523961722394074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1246.029,3479.077,13.166030530282125,True,1256.067,3467.9770000000003,14.96567552768662,True,1256.893,3478.717,10.771716483457748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04490,POS,3.0,12.0,4490.0,3.0,197.0,3197.0,2.0,B03,F09,,256.9985153388294,53.27848344064546,1383.839420818763,3373.6161738716596,True,1385.4779999999998,3366.3979999999997,7.401822463062501,True,1385.5520000000001,3366.409,0.07481310045742767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1388.0320000000002,3375.616,4.645107612804619,True,1376.976,3372.688,6.925897203356417,True,1385.4270000000001,3366.3,7.486441596449509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04491,POS,8.0,15.0,4491.0,4.0,357.0,8357.0,1.0,B01,F13,,246.27606915010418,248.15446151653921,1451.283607345845,4599.3860759690315,True,1432.993,4593.345,19.26242237994711,True,1433.0420000000001,4593.316,0.05693856338235368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1432.975,4593.315,19.28893637207839,True,1440.3210000000001,4601.438,10.95202469865785,True,1440.774,4593.039000000001,8.411207404409323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04492,POS,2.0,22.0,4492.0,7.0,392.0,2392.0,0.0,B02,F00,,-341.22261046147946,18.68205190241025,5146.650302102706,3156.00461949616,True,5143.476,3143.4759999999997,12.924492265416658,True,5143.503,3143.446,0.04036087214106105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5138.832,3143.578,14.68150945480446,True,5148.72,3141.665,10.071351101019092,True,5143.122,3131.3259999999996,11.75723288023197,,,,,,,,,,,,,,,,,,,,,,,,
M04493,POS,2.0,22.0,4493.0,7.0,372.0,2372.0,0.0,B03,F07,,-333.68098223130204,2.235444833294906,5099.21346053489,3052.555461031425,True,5096.003,3038.455,14.461329750227673,True,5096.021,3038.417,0.04204759208327959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,5091.369000000001,3038.559,16.044827281327358,True,5101.701,3036.492,10.536731608994705,True,5096.629,3027.961,9.924875062186327,,,,,,,,,,,,,,,,,,,,,,,,
M04495,POS,3.0,17.0,4495.0,3.0,422.0,3422.0,2.0,B04,F08,,372.5866149009471,63.99207151076786,656.790274573043,3441.0046428327296,True,655.7539999999999,3424.5959999999995,16.441332811023518,True,655.78,3424.577,0.032202484375864336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,659.659,3416.554,24.6183573885216,True,665.485,3427.593,12.482059004827487,True,655.7510000000001,3424.577,10.190535412822834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04497,POS,3.0,15.0,4497.0,3.0,404.0,3404.0,2.0,B19,F11,,342.1409501886799,99.59806735227103,848.2935056132037,3664.9663566757845,True,846.946,3656.302,8.7685145824606,True,846.972,3656.292,0.027856776554403304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,852.633,3647.574,17.92554831157863,True,852.6139999999999,3647.506,0.07060453243265069,True,846.895,3656.256,8.821912001915916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04498,POS,3.0,16.0,4498.0,3.0,468.0,3468.0,2.0,B11,F23,,372.1900166680633,100.05130993277697,659.284877457882,3667.817252507167,True,659.164,3655.4509999999996,12.366843268629397,True,659.199,3655.461,0.03640054944643195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,650.076,3650.925,19.23932480104652,True,657.198,3641.849,11.53675257600681,True,659.1469999999999,3655.414,13.704299544303653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04499,POS,3.0,15.0,4499.0,3.0,380.0,3380.0,2.0,B18,F14,,347.4689224434787,72.61902985370372,814.7805601305195,3495.268210809796,True,811.6310000000001,3484.268,11.442218616846603,True,811.697,3484.2690000000002,0.06600757532275733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,812.005,3473.232,22.210320143840878,True,812.012,3473.2470000000003,0.016552945357521626,True,811.63,3484.239,10.998635733580512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04500,POS,8.0,12.0,4500.0,4.0,188.0,8188.0,1.0,B15,F03,,108.04715739027054,211.04425312810827,2320.7434623151985,4365.962865205801,True,2323.297,4381.532999999999,15.778138426861847,True,2323.2929999999997,4381.501,0.03224903099248801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2323.237,4381.508,15.743854228089763,True,2324.192,4370.643,5.81343907299025,True,2311.612,4372.746,12.754568162035062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04501,POS,2.0,22.0,4501.0,7.0,329.0,2329.0,0.0,B03,F11,,-313.69159347336404,21.291009501233617,4973.48020524746,3172.414962792759,True,4978.42,3160.243,13.136142905188645,True,4978.437,3160.208,0.03891015291648025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4973.857,3160.365,12.055852420813101,True,4964.24,3165.401,10.855781178708616,True,4971.855,3170.4509999999996,9.1373259217341,,,,,,,,,,,,,,,,,,,,,,,,
M04502,POS,5.0,14.0,4502.0,1.0,476.0,5476.0,3.0,B02,F15,,266.2159697832851,-266.11258130503387,1325.8616323631368,1364.6463766213367,True,1329.557,1369.6429999999998,6.21465905418624,True,1329.5620000000001,1369.626,0.01772004514653262,,,,,True,1329.5910000000001,1369.61,6.208521564438326,True,1323.586,1378.781,10.962083104957843,True,1332.951,1379.6070000000002,9.401356338316328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04503,POS,8.0,12.0,4503.0,4.0,172.0,8172.0,1.0,B15,F17,,118.9967780074546,196.6848462470647,2251.8703486331106,4275.642195924037,True,2256.224,4286.097,11.325069911094932,True,2256.229,4286.064,0.033376638535958764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2256.141,4286.045999999999,11.246226138066367,True,2246.31,4290.424,10.761758452967058,True,2241.312,4289.68,5.053072332749652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04504,POS,5.0,16.0,4504.0,1.0,507.0,5507.0,3.0,B07,F05,,251.90583761492232,-307.90819993402096,1415.8723637021387,1101.751935445008,True,1425.1879999999999,1102.825,9.377235582686849,True,1425.184,1102.79,0.035227829907687656,,,,,True,1425.2089999999998,1102.786,9.393724866230029,True,1414.875,1103.4560000000001,1.974479769945566,True,1418.01,1110.742,7.931835916104006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04505,POS,3.0,23.0,4505.0,3.0,242.0,3242.0,2.0,B15,F08,,304.34506374741056,26.890490982579625,1086.0296313287877,3207.6357013104257,True,1094.4460000000001,3195.822,14.505130135980094,True,1094.498,3195.82,0.05203844732493623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1104.43,3191.948,24.180106278543754,True,1098.698,3205.752,14.946780255292511,True,1094.425,3195.737,10.88846885471041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04506,POS,3.0,16.0,4506.0,3.0,448.0,3448.0,2.0,B10,F00,,362.17047511187883,99.89102224942958,722.3077938462825,3666.8090429789117,True,722.5830000000001,3656.035,10.777557262129703,True,722.6189999999999,3656.045,0.03736308338443423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,713.1189999999999,3651.257,18.063775163774512,True,719.595,3642.869,10.597033547177253,True,722.557,3655.991,13.452149568005696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04507,POS,3.0,12.0,4507.0,3.0,292.0,3292.0,2.0,B16,F05,,245.03646416409876,161.47471185177696,1459.080722707819,4054.170450577677,True,1468.318,4061.655,11.888892792343697,True,1468.366,4061.64,0.05028916384282003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1467.26,4070.73,18.469414015954783,True,1457.9070000000002,4063.4590000000003,9.362412902974944,True,1468.285,4061.625,10.53880638402659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04508,POS,3.0,22.0,4508.0,3.0,368.0,3368.0,2.0,B07,F16,,292.11064238553485,153.04022147491287,1162.984141694986,4001.1175061072017,True,1180.004,4002.4840000000004,17.074626856297854,True,1180.05,4002.4829999999997,0.046010868281372776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1188.38,3995.009,26.12017354287824,True,1187.262,4010.467,15.498376947280736,True,1179.952,4002.44,10.856741177719947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04509,POS,3.0,12.0,4509.0,3.0,274.0,3274.0,2.0,B16,F13,,234.61654636420124,161.3462933653219,1524.6220056691743,4053.362698297875,True,1534.655,4061.571,12.962916032879654,True,1534.6960000000001,4061.554,0.044384682042432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1540.355,4054.336,15.763071617459364,True,1544.76,4065.011,11.548144872662606,True,1534.626,4061.5490000000004,10.709033569841727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04510,POS,8.0,12.0,4510.0,4.0,185.0,8185.0,1.0,B15,F20,,136.91528561900242,198.94198217780558,2139.162935756475,4289.8395809283975,True,2135.638,4296.789000000001,7.792278069989361,True,2135.639,4296.7390000000005,0.050009999000385885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2135.578,4296.74,7.7760882030609935,True,2144.308,4303.683,11.154288368157031,True,2143.7729999999997,4295.53,8.170534499040095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04511,POS,8.0,17.0,4511.0,4.0,354.0,8354.0,1.0,B07,F08,,274.5847104484198,235.76134493093213,1273.2222535794397,4521.4333726455625,True,1254.387,4512.146,21.000525423411297,True,1254.431,4512.145,0.044011362169411115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1254.376,4512.146,21.010391824953924,True,1260.52,4521.45,11.149580799294728,True,1262.231,4512.682,8.933383737420025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04512,POS,5.0,14.0,4512.0,1.0,473.0,5473.0,3.0,B14,F23,,245.3635375278309,-288.921423987326,1457.0234312499438,1221.178756149719,True,1455.4289999999999,1222.867,2.322149501821364,True,1455.4189999999999,1222.827,0.041231056256139105,,,,,True,1455.442,1222.83,2.2863794635600834,True,1465.931,1222.388,8.989274260273811,True,1467.2160000000001,1222.714,1.3257077355134594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04514,POS,5.0,17.0,4514.0,1.0,440.0,5440.0,3.0,B00,F22,,152.12409844196048,-378.7283109897092,2043.4995031000688,656.2934369047289,True,2050.06,650.707,8.61675094594962,True,2050.061,650.688,0.019026297590456605,,,,,True,2050.0660000000003,650.69,8.632345375509892,True,2060.587,647.8,10.910707630579921,True,2055.862,642.231,7.3033818194038505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04515,POS,4.0,11.0,4515.0,0.0,78.0,4078.0,9.0,B16,F10,,22.34255007241191,-161.16402570859563,2859.825442344529,2024.7727913229332,True,2848.805,2030.8339999999998,12.577297010727003,True,2852.53,2020.658,8.375857367077941,True,2843.837,2020.376,8.697572822345533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04516,POS,8.0,14.0,4516.0,4.0,474.0,8474.0,1.0,B17,F11,,182.37184151135006,324.19214674472954,1853.2411991936083,5077.663116054348,True,1839.984,5075.737,13.396389570097924,True,1840.003,5075.72,0.025495097567851552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1839.921,5075.704000000001,13.463500372184216,True,1849.879,5072.501,6.160505302007306,True,1847.8,5071.525,2.296696976094344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04517,POS,3.0,22.0,4517.0,3.0,369.0,3369.0,2.0,B03,F19,,286.7902165779034,162.00446164574015,1196.4496200249878,4057.502576781705,True,1213.055,4061.1459999999997,17.000387550351533,True,1213.108,4061.131,0.055081757415534956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1223.19,4057.719,26.74125577113862,True,1216.792,4071.0409999999997,14.77870386738948,True,1213.001,4061.113,10.627175777223092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04519,POS,3.0,22.0,4519.0,3.0,329.0,3329.0,2.0,B03,F21,,265.8837682036889,161.73624788342556,1327.9511802987972,4055.8155122167464,True,1342.486,4055.8,14.534827978870052,True,1342.55,4055.795,0.06419501538267593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1335.87,4044.8390000000004,13.534826408363307,True,1351.3229999999999,4050.2059999999997,16.358480919693964,True,1342.517,4055.688,10.372943651635314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04520,POS,3.0,22.0,4520.0,3.0,289.0,3289.0,2.0,B07,F15,,261.01472382988624,134.58697303492195,1358.5774694100157,3885.0465734196587,True,1366.104,3891.211,9.728762397467909,True,1366.168,3891.2009999999996,0.06477653896269292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1375.463,3896.9509999999996,20.660022156619775,True,1361.49,3900.5159999999996,14.420608655670508,True,1366.05,3891.1420000000003,9.643284638264333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04522,POS,5.0,23.0,4522.0,1.0,226.0,5226.0,3.0,B03,F23,,123.67937470358616,-267.30978518731854,2222.416815414443,1357.1159642017662,True,2230.376,1358.457,8.07136892225315,True,2230.406,1358.44,0.034481879298937784,,,,,True,2230.377,1358.418,8.0659677569414,True,2221.06,1353.6,3.7686804503662876,True,2220.2329999999997,1362.0479999999998,8.488382236916413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M04523,POS,10.0,12.0,4523.0,5.0,168.0,10168.0,7.0,B18,F06,,19.202625861931672,239.4174833705186,2879.57556562845,4544.430483430562,True,2880.598,4547.563,3.2951528192073196,True,2880.59,4547.56,0.008544003745035656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2877.0640000000003,4546.526,3.270955762280785,True,2865.752,4549.214,11.626981035505672,True,2872.288,4557.668,10.685944600267964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
